symbol	chromosome	entrez_gene_id
HCA112	7	55365
HCA127	X	55906
HCA2	1	55811
HCA2	12	338442
HCA2	X	139081
HCA3	12	8843
HCA3	X	139599
HCA4	15	56160
HCA519	20	22974
HCA557b	2	151194
HCA56	1	1939
HCA57	16	9093
HCA58	20	51230
HCA587	X	51438
HCA59	9	51759
HCA66	17	55813
HCA661	X	51270
HCA67	8	23362
HCA88	6	10455
HCAD	7	800
HCAI	20	1591
HCAK	5	1022
HCAK1	2	3514
HCALB_BR	12	9478
HCAM-1	2	5136
HCAM1	2	5136
HCAP	10	9126
HCAP	12	117159
HCAP1	17	50628
HCAR	21	1525
HCAR1	12	27198
HCAR2	12	338442
HCAR3	12	8843
HCARG	8	28991
HCAT1	13	6541
HCAT2	8	6542
HCAT3	22	6545
HCBP1	11	91703
HCBP12	14	51109
HCBP6	X	65991
HCC	17	619501
HCC	7	84668
HCC-1	17	6358
HCC-1(1-74)	17	6358
HCC-1/HCC-3	17	6358
HCC-2	15	64963
HCC-2	17	6359
HCC-2	6	81567
HCC-3	17	6358
HCC-4	17	6360
HCC-4	2	5937
HCC-8	15	64927
HCC1	12	84324
HCC1	20	9584
HCC2	6	81567
HCC3	X	65991
HCC5	6	4172
HCC8	2	51542
HCCA1	1	55249
HCCA2	1	55249
HCCA2	11	81532
HCCA3	18	56984
HCCAT1	6	728655
HCCAT2	5	100859930
HCCAT3	19	101669766
HCCAT4	9	401561
HCCAT5	16	283902
HCCC11	8	100131726
HCCC11_v1	8	100131726
HCCC11_v2	8	100131726
HCCDR1	20	140828
HCCR	12	25875
HCCR1	12	25875
HCCR2	12	25875
HCCRBP-1	12	140707
HCCRBP-3	12	140707
HCCS	X	3052
HCCS-1	15	400410
HCCS-5	16	54925
HCCS1	17	55275
HCD	15	1732
HCD2	X	3028
HCDCREL-1	22	5413
HCDH	19	51343
HCDH	4	3033
HCDH1	19	51343
HCDI	14	56948
HCE	6	8732
HCE1	6	8732
HCELL	11	960
HCERN3	15	6638
HCF	X	3054
HCF-1	X	3054
HCF-2	12	29915
HCF1	X	3054
HCF2	12	29915
HCF2	22	3053
HCFC1	X	3054
HCFC1-AS1	X	100873990
HCFC1R1	16	54985
HCFC2	12	29915
HCFC2P1	13	100419149
HCFP1	3	7880
HCFP2	10	22811
HCFP3	17	3211
HCG	19	93659
HCG	6	1081
HCG	X	3342
HCG-1	13	5412
HCG-V	6	6992
HCG1	6	11074
HCG10P	6	100379623
HCG11	6	493812
HCG12	6	79692
HCG13P	6	493813
HCG14	6	414760
HCG15	6	414761
HCG16	6	414761
HCG1645727	15	390594
HCG17	6	414778
HCG18	6	414777
HCG19P	6	414776
HCG20	6	105375013
HCG2040054	2	644093
HCG21	6	102723346
HCG22	6	285834
HCG23	6	414764
HCG24	6	414768
HCG25	6	414765
HCG26	6	352961
HCG27	6	253018
HCG3	2	414061
HCG4	6	54435
HCG4B	6	80868
HCG4P1	6	387503
HCG4P10	6	54435
HCG4P11	6	353020
HCG4P2	6	387504
HCG4P3	6	353001
HCG4P4	6	353002
HCG4P5	6	353003
HCG4P6	6	80868
HCG4P7	6	353004
HCG4P8	6	353005
HCG4P9	6	353014
HCG8	6	80862
HCG9	6	10255
HCG9P1	6	387505
HCG9P2	6	387506
HCG9P3	6	387507
HCG9P5	6	353019
HCGI	6	11074
HCGIV-01	6	387503
HCGIV-02	6	387504
HCGIV-03	6	353001
HCGIV-04	6	353002
HCGIV-05	6	353003
HCGIV-06	6	80868
HCGIV-07	6	353004
HCGIV-08	6	353005
HCGIV-09	6	353014
HCGIV-10	6	54435
HCGIV-11	6	353020
HCGIV-3	6	353001
HCGIV-4	6	353002
HCGIV-5	6	353003
HCGIV-6	6	80868
HCGIV-7	6	353004
HCGIV-8	6	353005
HCGIV-9	6	353014
HCGIV.10	6	353020
HCGIV.2	6	353001
HCGIV.3	6	353002
HCGIV.4	6	353003
HCGIV.5	6	80868
HCGIV.7	6	353005
HCGIV.9	6	54435
HCGIV.C	6	353004
HCGIX	6	10255
HCGIX-1	6	387505
HCGIX-2	6	387506
HCGIX-3.2	6	387507
HCGIX-5	6	353019
HCGIX4	6	10255
HCGP-3P	1	1116
HCGV	6	6992
HCGVII	6	6824
HCGVIII	6	80862
HCGVIII-1	6	80862
HCGVIII-2	6	353000
HCHGQ1	6	100381204
HCHGQ2	9	100381205
HCHGQ3	22	100381206
HCHOLA3	1	255738
HCHOLA4	16	246132
HCI	X	7076
HCII	22	3053
HCINF1	20	1591
HCINF2	5	6569
HCK	20	3055
HCK1	12	3741
HCKID	17	1453
HCKIE	22	1454
HCL-G1	5	10412
HCL1	19	3056
HCL2	4	3057
HCL3	15	4948
HCLA-ISO	1	81669
HCLAP	10	55315
HCLG1	5	10412
HCLP-1	14	23588
HCLP1	14	23588
HCLS1	3	3059
HCLSBP1	1	10456
HCM1228	4	391723
HCMOGT-1	17	92521
HCMOGT1	17	92521
HCN	11	378938
HCN1	5	348980
HCN2	19	610
HCN3	1	57657
HCN4	15	10021
HCNE2	11	106029238
HCNE3	11	106029239
HCNE8	11	106010957
HCNGP	17	29115
HCNP	12	5037
HCNP	19	56949
HCNPpp	12	5037
HCNR602	2	111258518
HCNR606	2	111258521
HCNR617	2	110121028
HCNR629	2	111258507
HCNT1	15	9154
HCNT2	15	9153
HCNTF	11	1270
HCORO1	16	11151
HCP	12	5777
HCP	3	1371
HCP	9	259
HCP1	1	343045
HCP1	17	113235
HCP1	19	3276
HCP1	8	5150
HCP10	3	360166
HCP11	3	360167
HCP12	3	360168
HCP13	3	360168
HCP14	4	360170
HCP15	6	157317
HCP16	6	360171
HCP17	6	360172
HCP18	7	360173
HCP19	7	360174
HCP2	1	360155
HCP20	7	349158
HCP21	8	349198
HCP22	8	360175
HCP23	8	360176
HCP24	9	360177
HCP25	11	120528
HCP26	11	360178
HCP27	11	341148
HCP28	11	360179
HCP29	11	360180
HCP3	1	360156
HCP30	12	121026
HCP31	9	360177
HCP32	13	360181
HCP33	13	221180
HCP34	13	360182
HCP35	13	121916
HCP36	14	122950
HCP37	15	360183
HCP38	15	360184
HCP39	16	342358
HCP4	1	360157
HCP40	17	360185
HCP41	21	360186
HCP42	21	343727
HCP43	X	360187
HCP44	X	349391
HCP45	X	352852
HCP46	Y	286550
HCP47	Y	286550
HCP48	Y	360188
HCP49	Y	360009
HCP5	1	360158
HCP5	6	10866
HCP5B	6	352990
HCP5P10	6	352990
HCP6	2	360159
HCP7	2	164837
HCP8	2	360160
HCP9	2	360163
HCPH	12	5777
HCR	3	9034
HCR	6	54535
HCR	7	27102
HCR-NTPase	1	84284
HCR2	17	51181
HCRCN81	2	388969
HCRII	17	51181
HCRN	19	56949
HCRN	20	51340
HCRNN4	12	23603
HCRP1	8	137492
HCRR-2	12	25875
HCRT	17	3060
HCRTR1	1	3061
HCRTR2	3	131450
HCRTR2	6	3062
HCRY2	11	1408
HCS	21	3141
HCS	7	54205
HCS24	6	1490
HCSA	11	3508
HCST	19	10870
HCTP4	20	22974
HCTSL-s	9	392360
HCVFTP1	4	401152
HCVFTP2	10	84833
HCVP7TP1	14	79038
HCVP7TP3	21	757
HCVS	15	3063
HD	4	3064
HD-5	8	1670
HD-6	8	1671
HD-PTP	3	25930
HD-VDAC3	8	7419
HD-ZNF1	19	9534
HD1	1	3065
HD1	8	5339
HD10	22	83933
HD11	3	79885
HD2	6	3066
HD21	X	6757
HD3	5	8841
HD4	2	9759
HD5	17	10014
HD6	X	10013
HD7	12	51564
HD7	7	9734
HD7A	12	51564
HD7b	7	9734
HD8	X	55869
HD9	7	9734
HDAC	7	9734
HDAC-4	2	9759
HDAC-A	2	9759
HDAC1	1	3065
HDAC10	22	83933
HDAC11	3	79885
HDAC11-AS1	3	100874101
HDAC1P1	10	100419595
HDAC1P2	1	100419489
HDAC2	6	3066
HDAC2-AS2	6	101927768
HDAC3	5	8841
HDAC4	2	9759
HDAC5	17	10014
HDAC6	X	10013
HDAC7	12	51564
HDAC7	7	9734
HDAC7A	12	51564
HDAC7B	7	9734
HDAC8	X	55869
HDAC9	7	9734
HDAC9B	7	9734
HDAC9FL	7	9734
HDACA	2	9759
HDACL1	X	55869
HDB	13	26512
HDBP-1	20	56731
HDBP-2	8	55893
HDBP1	20	56731
HDBP2	8	55893
HDC	15	3067
HDC	6	51696
HDCGC13P	12	50856
HDCL	6	51696
HDCMA18P	4	51574
HDCMB47P	12	11163
HDCMC04P	7	55904
HDCMC28P	20	51575
HDCMD11P	12	60488
HDCMD38P	1	25778
HDCME13P	6	85313
HDCME31P	11	51338
HDDC1	20	25939
HDDC2	6	51020
HDDC3	15	374659
HDEL	19	10945
HDGC	18	1829
HDGF	1	3068
HDGF-2	15	50810
HDGF-2	19	84717
HDGF2	15	50810
HDGF2	19	84717
HDGFL1	6	154150
HDGFL2	19	84717
HDGFL3	15	50810
HDGFP	X	474167
HDGFP1	X	474167
HDGFRP2	19	84717
HDGFRP3	15	50810
HDH-VIII	5	10146
HDHC3	3	201625
HDHC7	3	25981
HDHC8	16	55567
HDHD1	X	8226
HDHD1A	X	8226
HDHD1BP	Y	327658
HDHD1CP	1	327659
HDHD1DP	20	391242
HDHD1P1	Y	327658
HDHD1P2	1	327659
HDHD1P3	20	391242
HDHD2	18	84064
HDHD2B	10	64077
HDHD3	9	81932
HDHD4	20	140838
HDHD5	22	27440
HDHD5-AS1	22	100130717
HDJ2	9	3301
HDJ3	12	85406
HDJC9	10	23234
HDL	1	3290
HDL2	16	57338
HDL3	4	53369
HDL4	6	6908
HDLBP	2	3069
HDLC1	9	192144
HDLC2	8	353127
HDLC3	16	353125
HDLCQ1	9	192144
HDLCQ10	16	1071
HDLCQ11	8	4023
HDLCQ12	15	3990
HDLCQ14	11	56801
HDLCQ2	8	353127
HDLCQ4	4	100188806
HDLCQ5	3	100188818
HDLCQ7	6	1906
HDLCQ8	6	8876
HDLCQ9	20	5360
HDLD3	11	56801
HDLDT1	9	19
HDLQTL6	12	949
HDLS	5	1436
HDMCP	14	283600
HDMX	1	4194
HDMX	12	4193
HDNB1	1	10277
HDNF	12	4908
HDPA	X	50829
HDPR1	14	51339
HDPTP	3	25930
HDPY-30	2	84661
HDR	10	2625
HDRF-2	8	55893
HDRP	7	9734
HDRS	10	2625
HDS	1	79947
HDSG1	17	7566
HDX	X	139324
HDYNIV	12	10059
HE	1	2035
HE	2	9595
HE1	14	10577
HE12	19	64100
HE2C	8	10407
HE3-ALPHA	14	10876
HE3-BETA	14	64184
HE3-GAMMA	2	266643
HE3A	14	10876
HE3ALPHA	14	10876
HE3B	14	64184
HE4	20	10406
HE6	X	10149
HE9	1	127670
HEAB	11	10978
HEATR1	1	55127
HEATR2	7	54919
HEATR3	16	55027
HEATR4	14	399671
HEATR5A	14	25938
HEATR5B	2	54497
HEATR6	17	63897
HEATR7A	8	727957
HEATR7B1	2	339766
HEATR7B2	5	133558
HEATR8	1	374977
HEATR8-TTC4	1	100527960
HEATR9	17	256957
HEB	15	6938
HEBP	12	50865
HEBP1	12	50865
HEBP1	2	4780
HEBP2	6	23593
HEC	18	10403
HEC1	18	10403
HECA	6	51696
HECGLCNAC6ST	16	10164
HECH	7	11335
HECL	12	170482
HECTD1	14	25831
HECTD2	10	143279
HECTD2-AS1	10	100188947
HECTD3	1	79654
HECTD4	12	283450
HECTH2	7	9690
HECTH9	X	10075
HECW1	7	23072
HECW1-IT1	7	100127950
HECW2	2	57520
HED	13	10804
HED	X	1896
HED-2	7	7791
HED1	X	1896
HED2	13	10804
HEDL5	16	23644
HEDLS	16	23644
HEED	11	8726
HEEL	12	283450
HEEW1	18	57724
HEF1	6	4739
HEFL	20	57091
HEFS	14	10278
HEG	3	57493
HEG1	3	57493
HEGFL	5	1839
HEI-C	18	115106
HEI10	14	57820
HEIC	18	115106
HEIH	5	100859930
HEIL1	18	84322
HEIR-1	1	3399
HEIRCC	3	100131551
HEJ1	1	94236
HEK	3	2042
HEK11	6	2045
HEK12	3	285220
HEK2	3	2049
HEK3	1	2046
HEK4	3	2042
HEK7	4	2044
HEK7-L	19	1943
HEK8	2	2043
HEL-117	4	7345
HEL-127	11	100169851
HEL-141	1	1465
HEL-176	17	71
HEL-177	10	142891
HEL-179	12	7574
HEL-182	2	440905
HEL-189	1	7170
HEL-203	7	168374
HEL-205	9	81704
HEL-206	12	283461
HEL-210	12	5037
HEL-211	14	1152
HEL-215	17	5245
HEL-216	2	3417
HEL-248	5	3074
HEL-249	9	4507
HEL-33	11	3312
HEL-36	16	55567
HEL-68	7	10552
HEL-75	20	400830
HEL-75	8	2936
HEL-76	8	760
HEL-9	9	216
HEL-N1	9	1993
HEL-S-1	20	7529
HEL-S-10	19	645
HEL-S-100	9	54187
HEL-S-100n	12	10576
HEL-S-101	11	1410
HEL-S-102	7	3315
HEL-S-103	6	3303
HEL-S-104	8	2167
HEL-S-105	6	7430
HEL-S-106	4	51056
HEL-S-107	12	10961
HEL-S-108	19	7171
HEL-S-109	11	4925
HEL-S-11	8	759
HEL-S-111	5	3074
HEL-S-112	10	9124
HEL-S-113	1	26227
HEL-S-114	18	9352
HEL-S-115	X	6451
HEL-S-116	7	10551
HEL-S-117	4	125
HEL-S-122m	8	2936
HEL-S-123m	18	498
HEL-S-124m	5	3313
HEL-S-125m	12	7184
HEL-S-128m	1	9588
HEL-S-129m	14	5720
HEL-S-13	18	55748
HEL-S-130P	11	1509
HEL-S-132P	9	29085
HEL-S-133P	11	3939
HEL-S-134P	1	8991
HEL-S-14	19	1264
HEL-S-15	11	1072
HEL-S-153w	9	5004
HEL-S-16	1	23576
HEL-S-162eP	12	2597
HEL-S-17	1	2023
HEL-S-18	6	85413
HEL-S-182mP	6	27232
HEL-S-19	17	2584
HEL-S-1a	21	8566
HEL-S-2	20	1471
HEL-S-20	19	2593
HEL-S-21	10	9446
HEL-S-22	11	2950
HEL-S-24	18	10627
HEL-S-25	21	874
HEL-S-26	2	3417
HEL-S-265	15	7168
HEL-S-268	8	6674
HEL-S-269	15	2923
HEL-S-27	6	1992
HEL-S-270	15	302
HEL-S-271	12	506
HEL-S-272	6	5232
HEL-S-273	9	7169
HEL-S-274	2	307
HEL-S-275	11	5682
HEL-S-276	20	5688
HEL-S-277	6	23564
HEL-S-278	19	26330
HEL-S-279	12	2026
HEL-S-28	11	3611
HEL-S-281	12	3945
HEL-S-282	8	760
HEL-S-283	17	10197
HEL-S-284	12	57379
HEL-S-284	22	50
HEL-S-286	1	1465
HEL-S-29	14	1152
HEL-S-290	1	116841
HEL-S-292	20	90199
HEL-S-293	3	79782
HEL-S-295	20	140870
HEL-S-296	14	55812
HEL-S-297	1	83442
HEL-S-298	14	145482
HEL-S-299	3	84836
HEL-S-2a	19	7001
HEL-S-3	8	7534
HEL-S-30	15	5315
HEL-S-300	8	157310
HEL-S-301	18	84064
HEL-S-302	17	55163
HEL-S-303	11	5049
HEL-S-304	19	25796
HEL-S-305	X	80311
HEL-S-306	10	64081
HEL-S-307	7	10552
HEL-S-308	2	9938
HEL-S-31	2	9448
HEL-S-310	3	6152
HEL-S-32	2	4190
HEL-S-34	12	5037
HEL-S-35	10	5223
HEL-S-36	17	5306
HEL-S-37	13	3936
HEL-S-39	15	5479
HEL-S-4	4	127
HEL-S-41	X	9104
HEL-S-42	2	23433
HEL-S-43	1	6282
HEL-S-44	21	6647
HEL-S-45e	1	127670
HEL-S-46e	10	2665
HEL-S-47e	17	396
HEL-S-48	3	7086
HEL-S-49	12	7167
HEL-S-5	3	95
HEL-S-50	17	7314
HEL-S-51	4	2638
HEL-S-51e	12	6472
HEL-S-52	4	9948
HEL-S-53	4	7345
HEL-S-53e	9	216
HEL-S-54e	17	5245
HEL-S-55	11	25824
HEL-S-57	6	167
HEL-S-5a	5	3308
HEL-S-6	1	10327
HEL-S-60p	4	128
HEL-S-61	10	3799
HEL-S-61p	5	635
HEL-S-62p	19	718
HEL-S-63p	2	130589
HEL-S-64p	20	2937
HEL-S-65p	14	3320
HEL-S-66	2	822
HEL-S-66p	10	5464
HEL-S-67p	1	11315
HEL-S-68p	X	5230
HEL-S-69	5	22948
HEL-S-69p	7	5478
HEL-S-6a	17	57151
HEL-S-7	4	308
HEL-S-70p	2	471
HEL-S-71	12	7334
HEL-S-71p	3	7018
HEL-S-72	19	808
HEL-S-72p	11	3312
HEL-S-73	14	5706
HEL-S-74	6	2739
HEL-S-75	3	9435
HEL-S-75p	6	2880
HEL-S-76	6	55862
HEL-S-76p	14	2972
HEL-S-77	12	10540
HEL-S-77p	5	1452
HEL-S-78	5	55914
HEL-S-78p	4	2244
HEL-S-79	21	9073
HEL-S-79p	12	5153
HEL-S-7a	1	55811
HEL-S-80p	2	5500
HEL-S-81	12	55711
HEL-S-81p	17	8631
HEL-S-82p	1	7170
HEL-S-83p	X	8406
HEL-S-84	11	5954
HEL-S-84p	14	122651
HEL-S-85	2	5093
HEL-S-85p	14	493901
HEL-S-86	12	93661
HEL-S-86p	14	440163
HEL-S-87	1	5996
HEL-S-87p	16	226
HEL-S-88	4	93587
HEL-S-88n	20	2937
HEL-S-89	16	6299
HEL-S-89n	9	3309
HEL-S-8a	3	56954
HEL-S-90	19	6795
HEL-S-90n	16	23475
HEL-S-91	20	6431
HEL-S-91n	19	5714
HEL-S-92n	1	325
HEL-S-93	8	7534
HEL-S-93n	15	2923
HEL-S-94	12	283461
HEL-S-94n	11	10963
HEL-S-95	13	8428
HEL-S-95n	15	6652
HEL-S-96	12	5037
HEL-S-96n	7	6677
HEL-S-97n	X	10549
HEL-S-98	17	64847
HEL-S-98n	22	1312
HEL-S-99	7	51314
HEL-S-99n	19	811
HEL1	4	56916
HEL102	2	6711
HEL103	4	6731
HEL104	5	6940
HEL106	4	166815
HEL107	3	7086
HEL110	3	4057
HEL111	18	7276
HEL112	2	6233
HEL114	10	7414
HEL117	2	27248
HEL12	9	216
HEL124	3	92370
HEL126	16	221223
HEL128	14	390443
HEL129	9	392399
HEL136	9	27290
HEL159	12	10566
HEL161	2	84220
HEL162	9	55342
HEL163	11	22917
HEL164	8	55872
HEL168	14	283
HEL170	1	116841
HEL185	10	79949
HEL2	16	90850
HEL2	17	7531
HEL20	1	10380
HEL23	12	8092
HEL25	12	23468
HEL30	13	51084
HEL308	4	113510
HEL32	20	11034
HEL35	12	7184
HEL37	2	200576
HEL4	8	7534
HEL46	9	51280
HEL55	19	126393
HEL57	6	1992
HEL60	9	48
HEL70	X	4478
HEL71	17	4619
HEL74	17	30833
HEL97	7	29960
HELAD1	11	89797
HELB	12	92797
HELG	7	7982
HELIC1	6	10973
HELIC2	2	23020
HELIOS	2	22807
HELIX	13	9071
HELLPAR	12	101101692
HELLS	10	3070
HELN1	9	1993
HELO1	6	60481
HELQ	4	113510
HELSNF1	14	57680
HELT	4	391723
HELZ	17	9931
HELZ2	20	85441
HEM1	12	3071
HEM2	2	10787
HEM45	15	3669
HEMA	X	2157
HEMB	X	2158
HEMGN	9	55363
HEMHC	17	4621
HEMK	3	51409
HEMK1	3	51409
HEMK2	21	29104
HEMO	4	100288413
HEMPAS	20	10483
HEN2	1	4808
HENMT1	1	113802
HEP	7	2051
HEP	9	728489
HEP-COP	1	1314
HEP-NOS	17	4843
HEP1	9	728489
HEP27	14	10202
HEPACAM	11	220296
HEPACAM2	7	253012
HEPC	19	57817
HEPH	X	9843
HEPHL1	11	341208
HEPIS	11	119710
HEPIS	17	124944
HEPL	20	57091
HEPN1	11	641654
HEPP	14	55038
HEPP1	5	153769
HEPR	12	339
HEPTP	1	5778
HEPTP	20	5786
HER-2	17	2064
HER-2/neu	17	2064
HER1	7	1956
HER2	17	2064
HER3	12	2065
HER4	2	2066
HERA-A	17	26284
HERA-B	17	26284
HERC1	15	8925
HERC2	15	8924
HERC2P1	15	8917
HERC2P10	15	390561
HERC2P11	15	100996738
HERC2P2	15	400322
HERC2P3	15	283755
HERC2P4	16	100289574
HERC2P5	16	388254
HERC2P6	15	8918
HERC2P7	15	100132101
HERC2P8	16	440366
HERC2P9	15	440248
HERC3	4	8916
HERC4	10	26091
HERC5	4	51191
HERC6	4	55008
HERF1	6	10107
HERG	7	3757
HERG1	7	3757
HERG2	17	81033
HERG3	2	90134
HERMES	8	11030
HERNA	14	23405
HERNS	3	11277
HERP	16	9709
HERP1	6	23493
HERP2	8	23462
HERPUD1	16	9709
HERPUD2	7	64224
HERV-7q	7	30816
HERV-E1	17	85314
HERV-FRD	6	405754
HERV-H/F	6	100289683
HERV-HC2	10	100616200
HERV-HD1	14	51359
HERV-HX	X	100616461
HERV-K(C19)	19	100862685
HERV-K(C7)	7	64006
HERV-K(I)	3	60359
HERV-K(II)	3	60358
HERV-K(III)	1	449619
HERV-K101	22	100862684
HERV-K102	1	449619
HERV-K108	7	64006
HERV-K109	6	110006328
HERV-K115	8	619465
HERV-K18	1	100775105
HERV-KI	3	60359
HERV-KII	3	60358
HERV-KIII	1	449619
HERV-R	7	2086
HERV-V1	19	147664
HERV-V2	19	100271846
HERV-W-ENV	7	30816
HERV-W/FRD	6	405754
HERV.E-PTN	7	111089943
HERV1	16	2671
HERV7Q	7	30816
HERVE1	17	85314
HERVR	7	2086
HERVW	7	30816
HERVWENV	7	30816
HES-1	3	3280
HES-6	2	55502
HES1	21	8209
HES1	3	3280
HES18	15	10081
HES2	1	54626
HES3	1	390992
HES4	1	57801
HES5	1	388585
HES6	2	55502
HES7	17	84667
HESL	4	391723
HESPINTOR	5	153218
HESR1	8	23462
HESR2	6	23493
HESR3	1	26508
HESRG	3	790952
HESX1	3	8820
HET	11	5002
HET	19	6294
HETER	6	2853
HETER1	6	2853
HEX	10	3087
HEX1	1	9156
HEXA	15	3073
HEXA-AS1	15	80072
HEXB	5	3074
HEXDC	17	284004
HEXDC-IT1	17	100505970
HEXIM1	17	10614
HEXIM2	17	124790
HEXO	8	90459
HEY	Y	100188776
HEY1	8	23462
HEY2	6	23493
HEY3	1	26508
HEYL	1	26508
HF	1	3075
HF.10	3	7584
HF.12	7	7551
HF.16	8	7553
HF.18	19	7554
HF1	1	3075
HF10	3	7584
HF1B	7	6671
HF2	1	3075
HFAF1s	1	11124
HFARP	19	51129
HFASD	7	2050
HFAT2	5	2196
HFB1-GDNF	5	2668
HFB101	19	10782
HFB30	5	9604
HFC1	X	3054
HFE	6	3077
HFE1	6	3077
HFE2	1	148738
HFE2A	1	148738
HFE2B	19	57817
HFE3	7	7036
HFE4	2	30061
HFE5	11	2495
HFH-11	12	2305
HFH-3	5	2299
HFH-4	17	2302
HFH1	6	94234
HFH11	12	2305
HFH2	1	27022
HFH3	5	2299
HFH4	17	2302
HFI1	1	117143
HFK1	14	2290
HFK2	14	2290
HFK3	14	2290
HFKH-5	15	27023
HFKH4	9	2304
HFKL5	9	2304
HFL-EDDG1	18	10650
HFL1	1	3078
HFL2	1	3078
HFL3	1	3080
HFM	14	170474
HFM1	1	164045
HFMI1	3	1951
HFMI2	22	9620
HFRC1	9	11046
HFREP1	8	2267
HFS	4	118429
HFSP	5	3001
HFTC	2	2591
HFZ20	X	347344
HFZ5	2	7855
HFZ6	8	8323
HG1	16	339044
HG1058	11	10821
HG11	11	187
HG152	9	26740
HG16	9	392390
HG2	16	283955
HG20	9	9568
HG23	9	26737
HG3	16	339039
HG38	12	8549
HG4	16	353512
HG4-1	12	5036
HG5	16	348156
HG57	13	57105
HG6	16	353511
HG83	19	26661
HGAL	3	257144
HGB	17	114757
HGC6.1.1	6	100505879
HGC6.2	6	26238
HGC6.3	6	100128124
HGC6.4	6	653483
HGCLAS	4	11019
HGCN:14099	3	1233
HGD	3	3081
HGF	2	6654
HGF	7	3082
HGF2	5	64644
HGF3	2	780916
HGF4	11	100124414
HGF5	4	5978
HGFA	4	3083
HGFAC	4	3083
HGFAL	10	3026
HGFB	7	3082
HGFIN	7	10457
HGFL	22	113791
HGFL	3	4485
HGFR	7	4233
HGH1	8	51236
HGK	2	9448
HGK2	6	780
HGK5	1	3738
HGL	10	8513
HGL	17	3993
HGL	8	3084
HGM071	17	8387
HGMP07J	1	26476
HGNAT	8	138050
HGNT-IV-H	12	25834
HGO	3	3081
HGPPS	11	64221
HGPPS1	11	64221
HGPPS2	18	1630
HGPRT	X	3251
HGPS	11	64221
HGR74	X	27018
HGR74-h	X	55859
HGRG8	1	51441
HGRG8	14	400209
HGS	17	9146
HGSNAT	8	138050
HGS_RE408	5	345757
HGT.1	10	8034
HGT2	12	121328
HGTD-P	3	26355
HGpMiV	4	2993
HGpMiXI	4	2993
HGpSta(C)	4	2993
HH	19	2523
HH	6	3077
HH0048	20	9371
