symbol	chromosome	entrez_gene_id
RNU7-12P	10	100147760
RNU7-130P	5	106479074
RNU7-132P	12	100147747
RNU7-133P	6	106479075
RNU7-134P	17	106480820
RNU7-135P	16	106480818
RNU7-136P	3	106479076
RNU7-137P	20	106480821
RNU7-138P	2	106481801
RNU7-139P	1	100147756
RNU7-13P	1	100147761
RNU7-140P	19	106479077
RNU7-141P	20	106480822
RNU7-142P	3	100147766
RNU7-143P	7	106479078
RNU7-144P	20	106479079
RNU7-147P	2	106480451
RNU7-148P	2	106480823
RNU7-149P	4	106479080
RNU7-14P	20	100147762
RNU7-151P	4	106480824
RNU7-152P	6	106479081
RNU7-153P	8	106479082
RNU7-154P	7	106481802
RNU7-155P	17	106480825
RNU7-156P	5	106479083
RNU7-157P	7	106480826
RNU7-159P	11	106481747
RNU7-15P	5	100147763
RNU7-160P	14	106479085
RNU7-161P	5	106480452
RNU7-163P	3	100151679
RNU7-164P	X	106479086
RNU7-165P	10	106479087
RNU7-167P	22	106479088
RNU7-169P	12	106480827
RNU7-16P	7	100147764
RNU7-170P	12	106480453
RNU7-171P	9	106479089
RNU7-172P	2	106480828
RNU7-173P	20	106479090
RNU7-174P	8	106480829
RNU7-175P	5	106479091
RNU7-176P	2	106481803
RNU7-179P	1	106479092
RNU7-17P	18	100147765
RNU7-180P	5	106480830
RNU7-181P	8	106479093
RNU7-182P	2	106480831
RNU7-183P	1	106480454
RNU7-185P	9	106479094
RNU7-186P	17	106480363
RNU7-187P	11	106479095
RNU7-188P	7	106480832
RNU7-18P	3	100147766
RNU7-190P	2	106479096
RNU7-192P	4	106480833
RNU7-193P	10	106481804
RNU7-194P	4	106480834
RNU7-195P	15	106479097
RNU7-196P	5	106479098
RNU7-197P	4	106480455
RNU7-19P	3	100147767
RNU7-200P	1	106480835
RNU7-20P	7	100147768
RNU7-21P	9	100147769
RNU7-22P	10	100147770
RNU7-23P	11	100147771
RNU7-24P	16	6074
RNU7-25P	18	100147812
RNU7-26P	6	100147813
RNU7-27P	7	100147814
RNU7-28P	11	100147815
RNU7-29P	1	100147816
RNU7-2P	2	100147745
RNU7-30P	14	100147817
RNU7-31P	17	100147818
RNU7-32P	3	100147819
RNU7-33P	4	100147820
RNU7-34P	5	100147821
RNU7-35P	7	100147822
RNU7-36P	9	100147823
RNU7-37P	X	100147824
RNU7-38P	10	100147825
RNU7-39P	12	100147826
RNU7-3P	6	100147746
RNU7-40P	12	100147827
RNU7-41P	14	100147828
RNU7-42P	16	100147829
RNU7-43P	17	100147830
RNU7-44P	2	100147831
RNU7-45P	2	100147832
RNU7-46P	2	100147833
RNU7-47P	3	100147834
RNU7-48P	6	100147835
RNU7-49P	11	100147836
RNU7-4P	12	100147747
RNU7-50P	11	100147837
RNU7-51P	14	100151647
RNU7-52P	17	100151648
RNU7-53P	5	100151649
RNU7-54P	7	100151650
RNU7-55P	8	6075
RNU7-56P	X	100151651
RNU7-57P	1	100151652
RNU7-58P	11	100151653
RNU7-59P	11	100151654
RNU7-5P	15	100147748
RNU7-60P	12	100151655
RNU7-61P	16	100151656
RNU7-62P	1	100151657
RNU7-63P	16	100151658
RNU7-64P	2	100151662
RNU7-65P	6	100151663
RNU7-66P	6	100151664
RNU7-67P	8	100151665
RNU7-68P	X	6072
RNU7-69P	X	100151666
RNU7-6P	20	100147749
RNU7-70P	1	100151667
RNU7-71P	16	100151668
RNU7-72P	20	100151669
RNU7-73P	3	100151670
RNU7-74P	4	100151671
RNU7-75P	5	100151672
RNU7-76P	7	100151673
RNU7-77P	10	100151674
RNU7-78P	1	100151675
RNU7-79P	15	100151676
RNU7-7P	X	100147755
RNU7-80P	1	100151677
RNU7-81P	2	100151678
RNU7-82P	3	100151679
RNU7-83P	7	100151680
RNU7-84P	8	100151681
RNU7-85P	8	100151682
RNU7-86P	X	6073
RNU7-87P	13	100873842
RNU7-88P	13	100873843
RNU7-89P	13	100873844
RNU7-8P	1	100147756
RNU7-90P	16	106479060
RNU7-92P	20	106479061
RNU7-93P	14	106480813
RNU7-94P	12	106481799
RNU7-95P	1	106479062
RNU7-96P	2	106480361
RNU7-97P	17	106479063
RNU7-99P	16	106480814
RNU7-9P	2	100147757
RNU70	X	26778
RNU71A	20	26777
RNU71B	20	26776
RNU72	8	26775
RNU73	4	8944
RNU73A	4	8944
RNU73B	4	114655
RNU7P1	X	6072
RNU7P2	X	6073
RNU7P3	16	6074
RNU7P4	8	6075
RNU82	2	25826
RNU83A	22	116937
RNU83B	22	116938
RNU86	22	116936
RNUT1	15	10073
RNUXA	5	51808
RNVU1-1	1	101954273
RNVU1-10	1	101954273
RNVU1-11	1	6063
RNVU1-12	1	101954272
RNVU1-13	1	101954277
RNVU1-14	1	101954266
RNVU1-15	1	101954267
RNVU1-16	1	101954267
RNVU1-17	1	101954269
RNVU1-18	1	26863
RNVU1-19	1	101954277
RNVU1-2	1	26860
RNVU1-20	1	101954268
RNVU1-3	1	101954272
RNVU1-4	1	101954264
RNVU1-5	1	101954264
RNVU1-6	1	101954276
RNVU1-7	1	26864
RNVU1-8	1	101447996
RNVU1-9	1	26864
RNX	5	30012
RNY1	7	6084
RNY1P1	13	100873802
RNY1P10	16	106480308
RNY1P11	7	106481710
RNY1P12	3	106480309
RNY1P13	1	106480310
RNY1P14	4	106480311
RNY1P15	9	106481711
RNY1P16	12	106480312
RNY1P2	13	100862666
RNY1P3	13	100873803
RNY1P4	13	100873804
RNY1P5	13	100862667
RNY1P6	13	100873805
RNY1P7	13	100873806
RNY1P8	13	100873807
RNY1P9	22	100874358
RNY3	7	6085
RNY3P1	5	106478984
RNY3P10	13	100873820
RNY3P11	6	106481713
RNY3P12	10	106480315
RNY3P13	3	106481714
RNY3P14	8	106480316
RNY3P15	6	107178919
RNY3P16	X	106480686
RNY3P2	13	100862668
RNY3P3	13	100862669
RNY3P4	13	100873808
RNY3P5	13	100873809
RNY3P6	13	100873810
RNY3P7	13	100862670
RNY3P8	13	106478985
RNY3P9	13	100862672
RNY4	7	6086
RNY4P1	9	6087
RNY4P10	6	100379592
RNY4P11	20	100379288
RNY4P13	17	100379296
RNY4P14	13	100379584
RNY4P15	2	100379291
RNY4P16	1	100431173
RNY4P17	4	100379564
RNY4P18	9	100379298
RNY4P19	2	100169834
RNY4P2	17	6088
RNY4P20	6	100379378
RNY4P21	14	100862663
RNY4P22	3	100873800
RNY4P23	X	100873801
RNY4P24	13	100862664
RNY4P25	1	100862665
RNY4P26	10	100873819
RNY4P27	13	100873821
RNY4P28	13	100873822
RNY4P29	13	100873823
RNY4P3	16	6089
RNY4P30	13	100862673
RNY4P31	13	100862674
RNY4P34	2	106481712
RNY4P36	17	106480313
RNY4P37	18	106480314
RNY4P4	3	100379297
RNY4P5	8	100379299
RNY4P6	11	100379287
RNY4P7	2	100169850
RNY4P8	17	100379295
RNY4P9	13	100379300
RNY5	7	6090
RNY5P1	1	100379666
RNY5P10	19	100169837
RNY5P2	2	100381208
RNY5P3	3	100379664
RNY5P4	4	100380271
RNY5P5	6	100379658
RNY5P6	8	100379663
RNY5P7	10	100169835
RNY5P8	13	100380878
RNY5P9	16	100169836
RNYP1	22	100874358
RNasek6	14	6039
RO	19	811
RO52	11	6737
RO60	1	6738
ROA1	8	777778
ROAT1	11	9356
ROBLD1	20	83658
ROBLD2	16	83657
ROBLD3	1	28956
ROBO1	3	6091
ROBO2	3	6092
ROBO2P1	7	106480790
ROBO3	11	64221
ROBO4	11	54538
ROC1	1	6016
ROC1	22	9978
ROC2	18	6014
ROC2	3	9616
ROC22	1	9731
ROCK-I	18	6093
ROCK-II	2	9475
ROCK1	18	6093
ROCK1P1	18	727758
ROCK2	2	9475
ROCO2	12	120892
ROCO3	9	1612
ROCO4	8	9258
ROCR	17	102723505
ROD	12	9735
ROD1	9	9991
RODH	12	8630
RODH-4	12	8608
RODX	15	9187
ROGDI	16	79641
ROK1	17	11056
ROLSA	17	26115
ROLSB	2	85461
ROLT	1	9696
ROM	11	6094
ROM1	11	6094
ROMK	11	3758
ROMK1	11	3758
ROMO1	20	140823
RON	3	4486
RONIN	16	57215
RONU	17	8456
ROP	X	5956
ROPN1	3	54763
ROPN1A	3	54763
ROPN1B	3	152015
ROPN1L	5	83853
ROPN1L-AS1	5	100505845
ROPP120	2	27436
ROQUIN	1	149041
ROR	18	100885779
ROR-BETA	9	6096
ROR1	1	4919
ROR1	15	6095
ROR1-AS1	1	101927034
ROR2	15	6095
ROR2	9	4920
ROR3	15	6095
RORA	15	6095
RORA-AS1	15	101928784
RORA-AS2	15	100996876
RORB	9	6096
RORB-AS1	9	103752585
RORBP70	16	55282
RORC	1	6097
RORET	6	10475
RORG	1	6097
RORNP	1	6738
ROS	6	6098
ROS-GC1	17	3000
ROS-GC2	X	2986
ROS1	6	6098
ROSBIN	1	54665
ROSGC	17	3000
ROSP1	11	6094
ROSSY	4	81579
ROX	14	79697
ROX	17	4335
ROX	3	84864
RP	19	388552
RP-A	17	6117
RP-A p14	7	6119
RP-A p32	1	6118
RP-A p34	1	6118
RP-C	5	5515
RP-S7	17	51081
RP1	18	10982
RP1	6	8859
RP1	8	6101
RP1-299I16	X	139378
RP10	7	3614
RP105	5	4064
RP11	19	26121
RP11-13G14	12	9733
RP11-21	11	109729138
RP11-363D14	2	10865
RP11-89	2	107985879
RP11-95H11	2	130752
RP12	1	23418
RP13	17	10594
RP14	6	7287
RP15	X	6103
RP17	17	762
RP18	1	9129
RP19	1	24
RP1L1	8	94137
RP2	19	390916
RP2	6	373159
RP2	X	6102
RP20	1	6121
RP22	16	6114
RP23	X	8481
RP24	X	6116
RP25	6	346007
RP26	2	375298
RP27	14	4901
RP28	2	84140
RP29	4	54110
RP3	2	22924
RP30	17	25794
RP31	9	10210
RP32	1	641433
RP33	2	23020
RP34	X	777642
RP35	1	64218
RP36	17	768206
RP37	15	10002
RP38	2	10461
RP39	1	7399
RP4	3	6010
RP4-622L5	1	56063
RP4-678I3	1	23566
RP4-680N4	20	100037280
RP40	4	5158
RP41	4	8842
RP42	3	54165
RP43	5	5145
RP44	10	5995
RP45	16	1258
RP46	20	3420
RP47	2	6295
RP48	6	2979
RP49	4	1259
RP50	11	7439
RP51	14	123016
RP52	2	109729108
RP53	14	145226
RP54	2	388939
RP55	3	84100
RP56	3	50939
RP57	17	5148
RP58	1	10472
RP58	2	130557
RP59	1	79947
RP6	X	6104
RP60	20	24148
RP61	3	7401
RP62	6	4117
RP63	6	100862681
RP64	8	157657
RP65	10	92211
RP66	10	5949
RP66	16	23568
RP67	1	4751
RP69	20	55857
RP7	11	6094
RP7	6	5961
RP70	9	9128
RP71	2	26160
RP72	11	79797
RP73	8	138050
RP74	16	583
RP75	2	60509
RP76	1	55624
RP77	19	92840
RP78	19	23370
RP79	10	3098
RP8	6	5134
RP80	16	9742
RP81	14	112752
RP9	7	6100
RP9P	7	441212
RPA-32	10	79991
RPA1	17	6117
RPA1	2	25885
RPA135	2	84172
RPA16	13	51082
RPA194	2	25885
RPA2	1	6118
RPA2	2	84172
RPA2P	14	326628
RPA2P1	14	326628
RPA2P2	10	389990
RPA2P3	11	100420359
RPA3	7	6119
RPA3-AS1	7	729852
RPA32	1	6118
RPA39	6	9533
RPA3OS	7	729852
RPA4	X	29935
RPA40	6	9533
RPA5	6	9533
RPA70	17	6117
RPA9	13	51082
RPABC1	19	5434
RPABC14.4	22	5435
RPABC2	22	5435
RPABC3	3	5437
RPABC4	8	5440
RPABC5	11	5441
RPAC1	6	9533
RPAC2	13	51082
RPAIN	17	84268
RPAP1	15	26015
RPAP2	1	79871
RPAP2P1	10	100272220
RPAP3	12	79657
RPAP4	2	11321
RPARP-AS1	10	100505761
RPB1	17	5430
RPB10	11	5441
RPB10alpha	8	5440
RPB10beta	11	5441
RPB11	7	5439
RPB11-phi	7	84820
RPB11A	7	5439
RPB11b2	7	548644
RPB11m	7	5439
RPB12	8	5440
RPB14.4	22	5435
RPB16	2	5433
RPB17	3	5437
RPB19	11	5436
RPB2	4	5431
RPB3	16	5432
RPB31	16	5432
RPB5	19	5434
RPB6	22	5435
RPB7	11	5436
RPB7.0	8	5440
RPB7.6	11	5441
RPB8	3	5437
RPB9	19	5438
RPBh1	17	5430
RPC	1	8634
RPC1	10	11128
RPC10	16	51728
RPC11	16	51728
RPC12.5	16	51728
RPC15	22	5435
RPC155	10	11128
RPC16	13	51082
RPC2	12	55703
RPC22.9	22	171568
RPC3	1	10623
RPC32	5	10622
RPC32HOM	1	84265
RPC39	20	10621
RPC4	8	661
RPC40	6	9533
RPC5	16	55718
RPC53	8	661
RPC6	20	10621
RPC62	1	10623
RPC7	5	10622
RPC8	22	171568
RPC9	7	27297
RPCL1	9	10171
RPD3	1	3065
RPD3	5	8841
RPD3	6	3066
RPD3	X	55869
RPD3-2	5	8841
RPD3L1	1	3065
RPE	2	6120
RPE2-1	2	6120
RPE65	1	6121
RPEL	6	221692
RPEL1	10	729020
RPEL1	6	221692
RPEM	3	51095
RPEP1	5	100420512
RPEP2	3	645065
RPEP3	1	100420555
RPEP4	22	100420665
RPEP5	2	106481798
RPEP6	11	100420590
RPESP	8	157869
RPF-1	7	11281
RPF1	1	80135
RPF1	15	4734
RPF2	6	84154
RPF2P	20	729608
RPF2P1	20	729608
RPF2P2	4	100128462
RPGR	X	6103
RPGRIP	14	57096
RPGRIP1	14	57096
RPGRIP1L	16	23322
RPGRIP1d	14	57096
RPH11	X	54521
RPH3A	12	22895
RPH3AL	17	9501
RPI	2	22934
RPIA	2	22934
RPIAD	2	22934
RPIAP1	18	619449
RPIB9	7	154661
RPIP-8	17	10900
RPIP8	17	10900
RPIP9	7	154661
RPK	1	5313
RPK118	1	26750
RPL10	3	6138
RPL10	X	6134
RPL10A	6	4736
RPL10AP1	14	319135
RPL10AP10	5	391836
RPL10AP11	8	392206
RPL10AP12	16	401863
RPL10AP13	18	100271602
RPL10AP2	8	253986
RPL10AP3	8	137107
RPL10AP4	1	343301
RPL10AP5	1	645998
RPL10AP6	3	100128936
RPL10AP7	4	100128646
RPL10AP8	5	644154
RPL10AP9	5	728979
RPL10A_1_376	3	100128936
RPL10A_1_67	1	343301
RPL10A_2_189	1	645998
RPL10A_2_460	4	100128646
RPL10A_3_573	5	644154
RPL10A_3_593	5	728979
RPL10A_4_618	5	391836
RPL10A_4_880	8	392206
RPL10A_5_891	8	137107
RPL10A_5_900	8	253986
RPL10A_6_1413	14	319135
RPL10A_7_1502	16	401863
RPL10A_8_1594	18	100271602
RPL10L	14	140801
RPL10P	21	100288252
RPL10P1	21	100288252
RPL10P10	6	100129930
RPL10P11	7	100128030
RPL10P12	12	645422
RPL10P13	12	390345
RPL10P14	16	390729
RPL10P15	19	100129975
RPL10P16	19	284393
RPL10P17	1	390998
RPL10P18	8	100630920
RPL10P19	8	645960
RPL10P2	6	442171
RPL10P3	9	619445
RPL10P4	1	391151
RPL10P5	2	644911
RPL10P6	2	285176
RPL10P7	3	442086
RPL10P8	5	644937
RPL10P9	5	389342
RPL10_1_257	2	644911
RPL10_1_637	5	389342
RPL10_2_395	3	442086
RPL10_2_670	6	442171
RPL10_3_705	6	100129930
RPL10_4_817	7	100128030
RPL10_5_1358	14	140801
RPL10_6_1628	19	284393
RPL10_7_1723	21	100288252
RPL10p	6	442171
RPL11	1	6135
RPL11P1	2	100133170
RPL11P2	5	133629
RPL11P3	10	100271271
RPL11P4	10	100271272
RPL11P5	12	643499
RPL11_1_236	2	100133170
RPL11_1_612	5	133629
RPL11_2_1077	10	100271271
RPL11_2_1080	10	100271272
RPL11_3_1291	12	643499
RPL12	9	6136
RPL12-L	6	729727
RPL12L2	20	128467
RPL12L3	20	85824
RPL12P1	6	729727
RPL12P10	7	392872
RPL12P11	20	128467
RPL12P12	20	85824
RPL12P13	1	100129926
RPL12P14	1	729500
RPL12P15	2	100270920
RPL12P16	2	100130447
RPL12P17	2	344471
RPL12P18	2	729760
RPL12P19	2	100129982
RPL12P2	6	646875
RPL12P20	4	100270923
RPL12P21	5	100270921
RPL12P22	5	100270922
RPL12P23	6	100270925
RPL12P24	8	100270924
RPL12P25	9	100270926
RPL12P26	10	100271404
RPL12P27	10	644202
RPL12P28	10	100271273
RPL12P29	10	100271274
RPL12P3	20	128862
RPL12P30	11	100271405
RPL12P31	11	100271406
RPL12P32	12	100132795
RPL12P33	12	643550
RPL12P34	13	100271407
RPL12P35	15	400389
RPL12P36	16	100271408
RPL12P37	17	100129801
RPL12P38	17	645688
RPL12P39	18	100271410
RPL12P4	20	116149
RPL12P40	18	646898
RPL12P41	19	100133139
RPL12P42	19	100129394
RPL12P43	X	100271387
RPL12P44	3	100419392
RPL12P45	1	100419477
RPL12P46	11	107075251
RPL12P47	6	107075115
RPL12P48	8	101926938
RPL12P49	X	107075252
RPL12P5	14	319142
RPL12P50	X	107075212
RPL12P6	14	440176
RPL12P7	14	326275
RPL12P8	10	645161
RPL12P9	21	654376
RPL12_10_1052	10	645161
RPL12_10_1101	10	100271404
RPL12_11_1132	11	100271405
RPL12_11_1136	11	100271406
RPL12_12_1226	12	100132795
RPL12_12_1352	14	440176
RPL12_13_1292	12	643550
RPL12_13_1452	15	400389
RPL12_14_1319	13	100271407
RPL12_14_1564	17	645688
RPL12_15_1346	14	319142
RPL12_15_1630	19	100129394
RPL12_16_1383	14	326275
RPL12_16_1689	20	85824
RPL12_17_1486	16	100271408
RPL12_17_1694	20	128862
RPL12_18_1579	17	100129801
RPL12_18_1725	21	654376
RPL12_19_1596	18	646898
RPL12_1_13	1	729500
RPL12_1_272	2	100270920
RPL12_20_1611	18	100271410
RPL12_21_1660	19	100133139
RPL12_22_1703	20	128467
RPL12_23_1714	20	116149
RPL12_24_1805	X	100271387
RPL12_2_212	2	100129982
RPL12_2_319	2	344471
RPL12_3_246	2	729760
RPL12_3_619	5	100270921
RPL12_4_315	2	100130447
RPL12_4_640	5	100270922
RPL12_5_471	4	100270923
RPL12_5_682	6	729727
RPL12_6_688	6	646875
RPL12_6_940	8	100270924
RPL12_7_1019	10	100271273
RPL12_7_777	6	100270925
RPL12_8_1073	10	100271274
RPL12_8_793	7	392872
RPL12_9_1087	10	644202
RPL12_9_954	9	100270926
RPL13	16	6137
RPL13	8	28998
RPL13-2	12	283345
RPL13A	19	23521
RPL13AP	6	387043
RPL13AP10	1	100132906
RPL13AP11	1	100271276
RPL13AP12	2	100271277
RPL13AP13	5	402214
RPL13AP14	5	100271278
RPL13AP15	6	100271279
RPL13AP16	7	100129553
RPL13AP17	7	399670
RPL13AP18	8	402342
RPL13AP19	10	100132924
RPL13AP2	14	326278
RPL13AP20	12	387841
RPL13AP21	12	100129799
RPL13AP22	12	441632
RPL13AP23	12	441641
RPL13AP24	12	100271603
RPL13AP25	13	100287887
RPL13AP26	22	729212
RPL13AP3	14	645683
RPL13AP4	14	100129176
RPL13AP5	10	728658
RPL13AP6	10	644511
RPL13AP7	21	284821
RPL13AP8	1	727831
RPL13AP9	1	100271137
RPL13A_10_1231	12	100129799
RPL13A_10_1240	12	441641
RPL13A_11_1314	13	100287887
RPL13A_11_1370	14	645683
RPL13A_12_1359	14	326278
RPL13A_12_1722	21	284821
RPL13A_13_1745	22	729212
RPL13A_1_152	1	100271276
RPL13A_1_58	1	100271137
RPL13A_2_157	1	727831
RPL13A_2_89	1	100132906
RPL13A_3_312	2	100271277
RPL13A_3_590	5	100271278
RPL13A_4_562	5	402214
RPL13A_4_746	6	100271279
RPL13A_5_675	6	387043
RPL13A_5_919	8	402342
RPL13A_6_1040	10	100132924
RPL13A_6_816	7	399670
RPL13A_7_1096	10	644511
RPL13A_7_832	7	100129553
RPL13A_8_1086	10	728658
RPL13A_8_1193	12	100271603
RPL13A_9_1211	12	387841
RPL13A_9_1223	12	441632
RPL13L	12	283345
RPL13P	6	387044
RPL13P10	5	100133108
RPL13P11	8	100130225
RPL13P12	17	388344
RPL13P13	19	100129796
RPL13P14	20	100130374
RPL13P2	20	128500
RPL13P3	20	128500
RPL13P4	15	654383
RPL13P5	12	283345
RPL13P6	14	100129176
RPL13P7	1	391140
RPL13P8	3	100270928
RPL13P9	5	100270927
RPL13_1_131	1	391140
RPL13_1_589	5	100270927
RPL13_2_391	3	100270928
RPL13_2_647	5	100133108
RPL13_3_673	6	387044
RPL13_3_914	8	100130225
RPL13_4_1199	12	283345
RPL13_4_1521	17	388344
RPL13_5_1409	14	100129176
RPL13_5_1672	19	100129796
RPL13_6_1454	15	654383
RPL13_6_1708	20	100130374
RPL13_7_1707	20	128500
RPL14	3	9045
RPL14L	12	144581
RPL14P1	12	144581
RPL14P2	3	100270930
RPL14P3	4	730747
RPL14P4	12	100271282
RPL14P5	X	442442
RPL14P5	X|Y	442442
RPL14P5	Y	442442
RPL14_1_1246	12	144581
RPL14_1_377	3	100270930
RPL14_2_1267	12	100271282
RPL14_2_522	4	730747
RPL15	3	6138
RPL15P1	20	128756
RPL15P10	6	100270935
RPL15P11	7	402694
RPL15P12	8	100131958
RPL15P13	10	100131338
RPL15P14	10	100271283
RPL15P15	11	100128347
RPL15P16	11	100127949
RPL15P17	12	728002
RPL15P18	13	728088
RPL15P19	15	100131797
RPL15P2	14	326279
RPL15P20	16	646672
RPL15P21	17	100132722
RPL15P22	22	100130624
RPL15P3	6	653232
RPL15P4	6	100129921
RPL15P5	2	100127993
RPL15P6	3	100270933
RPL15P7	4	728576
RPL15P8	4	100270934
RPL15P9	6	100270935
RPL15_10_1204	12	728002
RPL15_10_1742	22	100130624
RPL15_1_277	2	100127993
RPL15_1_425	3	100270933
RPL15_2_475	4	728576
RPL15_2_518	4	100270934
RPL15_3_658	6	653232
RPL15_3_755	6	100270935
RPL15_4_1179	11	100128347
RPL15_4_680	6	100129921
RPL15_5_1331	13	728088
RPL15_5_851	7	402694
RPL15_6_1404	14	326279
RPL15_6_949	8	100131958
RPL15_7_1062	10	100271283
RPL15_7_1476	16	646672
RPL15_8_1099	10	100131338
RPL15_8_1514	17	100132722
RPL15_9_1154	11	100127949
RPL15_9_1687	20	128756
RPL17	18	6139
RPL17-C18orf32	18	100526842
RPL17L	1	100132742
RPL17L	11	63875
RPL17P	5	6174
RPL17P1	20	140748
RPL17P10	2	100270936
RPL17P11	2	100270937
RPL17P12	2	100270938
RPL17P13	2	100270939
RPL17P14	2	100270941
RPL17P15	2	100128117
RPL17P16	3	729349
RPL17P17	3	100270943
RPL17P18	3	100129657
RPL17P19	4	100271150
RPL17P2	14	652974
RPL17P20	4	391655
RPL17P21	5	100271151
RPL17P22	5	727984
RPL17P23	6	100271152
RPL17P24	6	100271153
RPL17P25	6	442232
RPL17P26	6	100129784
RPL17P27	7	202789
RPL17P28	7	100270940
RPL17P29	8	100271154
RPL17P3	14	326286
RPL17P30	8	100271155
RPL17P31	8	100271156
RPL17P32	8	100270942
RPL17P33	8	646909
RPL17P34	10	643863
RPL17P35	10	100271284
RPL17P36	10	729340
RPL17P37	12	100271411
RPL17P38	12	100271417
RPL17P39	15	645296
RPL17P4	14	326288
RPL17P40	16	100271413
RPL17P41	17	100132645
RPL17P42	17	100271418
RPL17P43	17	729259
RPL17P44	18	100129584
RPL17P45	18	100271414
RPL17P46	18	100271419
RPL17P47	19	100271415
RPL17P48	20	100271416
RPL17P49	X	100271388
RPL17P5	1	388132
RPL17P50	10	729046
RPL17P51	13	106480245
RPL17P6	1	645441
RPL17P7	1	100132742
RPL17P8	1	730255
RPL17P9	1	729301
RPL17_10_1081	10	643863
RPL17_10_481	4	391655
RPL17_11_1102	10	729340
RPL17_11_483	4	100271150
RPL17_12_1285	12	100271411
RPL17_12_561	5	100271151
RPL17_13_1376	14	652974
RPL17_13_564	5	727984
RPL17_14_1450	15	645296
RPL17_14_707	6	100129784
RPL17_15_1477	16	100271413
RPL17_15_751	6	100271152
RPL17_16_1598	18	100271414
RPL17_16_771	6	100271153
RPL17_17_1624	19	100271415
RPL17_17_857	7	202789
RPL17_18_1690	20	140748
RPL17_18_874	8	100271154
RPL17_19_1717	20	100271416
RPL17_19_888	8	646909
RPL17_1_25	1	729301
RPL17_1_64	1	645441
RPL17_20_1764	X	100271388
RPL17_20_898	8	100271155
RPL17_21_910	8	100271156
RPL17_22_1275	12	100271417
RPL17_23_1411	14	326288
RPL17_24_1526	17	729259
RPL17_25_1540	17	100271418
RPL17_26_1572	17	100132645
RPL17_27_1601	18	100271419
RPL17_28_1610	18	100129584
RPL17_2_309	2	100270936
RPL17_2_69	1	388132
RPL17_3_336	2	100270937
RPL17_3_82	1	100132742
RPL17_4_153	1	730255
RPL17_4_369	3	729349
RPL17_5_269	2	100128117
RPL17_5_454	3	100129657
RPL17_6_281	2	100270938
RPL17_6_718	6	442232
RPL17_7_285	2	100270939
RPL17_7_858	7	100270940
RPL17_8_331	2	100270941
RPL17_8_939	8	100270942
RPL17_9_1049	10	100271284
RPL17_9_379	3	100270943
RPL18	19	6141
RPL18A	19	6142
RPL18AP1	14	326289
RPL18AP10	7	100271285
RPL18AP11	9	100127999
RPL18AP12	17	100271604
RPL18AP13	19	646189
RPL18AP14	X	100271420
RPL18AP15	X	392522
RPL18AP16	X	347544
RPL18AP17	13	100873859
RPL18AP2	21	387494
RPL18AP3	12	390354
RPL18AP4	1	127545
RPL18AP5	1	729955
RPL18AP6	2	285053
RPL18AP7	3	100133038
RPL18AP8	3	644082
RPL18AP9	3	731642
RPL18A_10_1821	X	347544
RPL18A_1_215	2	285053
RPL18A_1_27	1	729955
RPL18A_2_30	1	127545
RPL18A_2_364	3	100133038
RPL18A_3_1401	14	326289
RPL18A_3_387	3	644082
RPL18A_4_1802	X	392522
RPL18A_4_806	7	100271285
RPL18A_5_961	9	100127999
RPL18A_6_1273	12	390354
RPL18A_7_1543	17	100271604
RPL18A_8_1622	19	646189
RPL18A_9_1800	X	100271420
RPL18P1	14	326291
RPL18P10	13	100271286
RPL18P11	15	390612
RPL18P12	16	390671
RPL18P13	16	441775
RPL18P2	1	100129421
RPL18P3	5	100129374
RPL18P4	7	392979
RPL18P5	7	100270944
RPL18P6	8	100131333
RPL18P7	8	100270945
RPL18P8	11	100129670
RPL18P9	12	100129645
RPL18_1_137	1	100129421
RPL18_1_838	7	392979
RPL18_2_608	5	100129374
RPL18_2_942	8	100131333
RPL18_3_1196	12	100129645
RPL18_3_852	7	100270944
RPL18_4_1455	15	390612
RPL18_4_944	8	100270945
RPL18_5_1138	11	100129670
RPL18_5_1500	16	441775
RPL18_6_1311	13	100271286
RPL18_7_1361	14	326291
RPL18_8_1468	16	390671
RPL19	17	6143
RPL19P1	20	140759
RPL19P10	5	100270948
RPL19P11	5	100270950
RPL19P12	7	100129424
RPL19P13	8	392193
RPL19P14	8	100270951
RPL19P15	9	642306
RPL19P16	10	646255
RPL19P17	12	100271287
RPL19P18	17	100271288
RPL19P19	19	646820
RPL19P2	3	654382
RPL19P20	X	392451
RPL19P21	X	392557
RPL19P3	1	100131759
RPL19P4	2	646710
RPL19P5	2	646532
RPL19P6	3	100270946
RPL19P7	3	100131527
RPL19P8	4	391719
RPL19P9	5	653314
RPL19_10_1014	9	642306
RPL19_11_1678	20	140759
RPL19_12_1775	X	392451
RPL19_13_1819	X	392557
RPL19_1_276	2	646710
RPL19_1_59	1	100131759
RPL19_2_325	2	646532
RPL19_2_411	3	100270946
RPL19_3_373	3	654382
RPL19_3_638	5	100270948
RPL19_4_388	3	100131527
RPL19_4_829	7	100129424
RPL19_5_1105	10	646255
RPL19_5_537	4	391719
RPL19_6_1208	12	100271287
RPL19_6_547	5	100270950
RPL19_7_1512	17	100271288
RPL19_7_643	5	653314
RPL19_8_1674	19	646820
RPL19_8_875	8	392193
RPL19_9_931	8	100270951
RPL21	13	6144
RPL21P	12	6145
RPL21P1	12	6145
RPL21P10	14	319143
RPL21P100	12	100271430
